Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating
Murder Mystery 2,(2023),"Action,Comedy,Crime","Full-time detectives Nick and Audrey are struggling to get their private eye agency off the ground. They find themselves at the center of international abduction when their friend Maharaja, is kidnapped at his own lavish wedding.","https://m.media-amazon.com/images/M/MV5BMzkyMjU1ZjMtMDJlMS00M2YzLWJhZDQtYjFjZTUyMzI2MDViXkEyXkFqcGdeQXVyMzQyMDgzOTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",15255288,https://www.imdb.com/title/tt15255288/,90 min,UA 13+,"52,504",5.7
Harry Potter and the Chamber of Secrets,(2002),"Adventure,Family,Fantasy",An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.,"https://m.media-amazon.com/images/M/MV5BMjE0YjUzNDUtMjc5OS00MTU3LTgxMmUtODhkOThkMzdjNWI4XkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_QL75_UX280_CR0,3,280,414_.jpg",0295297,https://www.imdb.com/title/tt0295297/,161 min,U,"656,729",7.4
Twilight,(I) (2008),"Drama,Fantasy,Romance","When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.","https://m.media-amazon.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1099212,https://www.imdb.com/title/tt1099212/,122 min,UA,"471,540",5.3
Deadpool,(2016),"Action,Comedy","A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.","https://m.media-amazon.com/images/M/MV5BYzE5MjY1ZDgtMTkyNC00MTMyLThhMjAtZGI5OTE1NzFlZGJjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",1431045,https://www.imdb.com/title/tt1431045/,108 min,R,"1,068,156",8.0
Spider-Man,(2002),"Action,Adventure,Sci-Fi","After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.","https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_QL75_UX280_CR0,3,280,414_.jpg",0145487,https://www.imdb.com/title/tt0145487/,121 min,U,"838,543",7.4
The Mummy,(1999),"Action,Adventure,Fantasy","At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.","https://m.media-amazon.com/images/M/MV5BOTJiYjBhZDgtMjhiOC00MTIzLThlNGMtMmI1NjIwM2M3YTI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0120616,https://www.imdb.com/title/tt0120616/,124 min,A,"443,801",7.1
Daredevil,(2015–2018),"Action,Crime,Drama","A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.","https://m.media-amazon.com/images/M/MV5BYjJhMjcwNjAtODc0ZC00Yjg5LWExYzEtMzc5OWJhNjI1NTQ4XkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3322312,https://www.imdb.com/title/tt3322312/,54 min,UA 16+,"453,426",8.6
The Black Phone,(2021),"Horror,Thriller","After being abducted by a child killer and locked in a soundproof basement, a 13-year-old boy starts receiving calls on a disconnected phone from the killer's previous victims.","https://m.media-amazon.com/images/M/MV5BMWQxOGJlNTUtYTc1YS00NDkyLWExZjItMTFiYWEzMjAzYTdjXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX280_CR0,3,280,414_.jpg",7144666,https://www.imdb.com/title/tt7144666/,103 min,A,"167,189",6.9
Not Dead Yet,(2023– ),Comedy,"Follows Nell Serrano, broke, newly single and feeling old, who is working to restart the life and career she left behind 10 years ago.","https://m.media-amazon.com/images/M/MV5BMjY4OTcwOWUtMDJkNy00MTQ2LWEzZWQtNzU5YmMzYzlhNTNmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",18250904,https://www.imdb.com/title/tt18250904/,22 min,NA,"4,267",6.9
Fleabag,(2016–2019),"Comedy,Drama",A comedy series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.,"https://m.media-amazon.com/images/M/MV5BMjA4MzU5NzQxNV5BMl5BanBnXkFtZTgwOTg3MDA5NzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",5687612,https://www.imdb.com/title/tt5687612/,27 min,18+,"173,902",8.7
Virgin River,(2019– ),"Drama,Romance","Seeking a fresh start, nurse practitioner Melinda Monroe moves from Los Angeles to a remote Northern California town and is surprised by what and who she finds.","https://m.media-amazon.com/images/M/MV5BMDNiNzM4OGEtYzljZi00OGZhLWEwZjItMjgxYmMyNDM3MzgwXkEyXkFqcGdeQXVyMTUwMjg2Nzg0._V1_QL75_UX280_CR0,3,280,414_.jpg",9077530,https://www.imdb.com/title/tt9077530/,44 min,13+,"44,334",7.4
Teen Wolf,(2011–2017),"Action,Drama,Fantasy",An average high school student and his best friend get caught up in some trouble causing him to receive a werewolf bite. As a result they find themselves in the middle of all sorts of dramas in Beacon Hills.,"https://m.media-amazon.com/images/M/MV5BMThlNTk3YzMtOTZjMi00M2NiLTg1NTgtYThiYzE2MDFmMDUwXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_QL75_UX280_CR0,3,280,414_.jpg",1567432,https://www.imdb.com/title/tt1567432/,41 min,18,"155,956",7.7
Sanctuary,(I) (2022),"Drama,Thriller","Follows a dominatrix and Hal, her wealthy client, and the disaster that ensues when Hal tries to end their relationship.","https://m.media-amazon.com/images/M/MV5BMDMzZjQwOWEtZjZmOC00YzIxLWEyZWMtMjgxMThkYWU0ZWZkXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX280_CR0,3,280,414_.jpg",15364972,https://www.imdb.com/title/tt15364972/,96 min,R,380,7.0
Indiana Jones and the Kingdom of the Crystal Skull,(2008),"Action,Adventure","In 1957, Indiana Jones becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.","https://m.media-amazon.com/images/M/MV5BZmY5ZTk3ZDMtZjA1MS00NzU4LTk5ZDItYmNhOTkxMGYxMjRlXkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",0367882,https://www.imdb.com/title/tt0367882/,122 min,U,"465,407",6.2
Srpski film,(2010),"Horror,Mystery,Thriller","An aging porn star agrees to participate in an ""art film"" in order to make a clean break from the business, only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film.","https://m.media-amazon.com/images/M/MV5BMTU2NzI3OTk4M15BMl5BanBnXkFtZTcwMTEyNzIxNA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1273235,https://www.imdb.com/title/tt1273235/,104 min,A,"67,488",5.0
Ant-Man and the Wasp,(2018),"Action,Adventure,Comedy","As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.","https://m.media-amazon.com/images/M/MV5BYjcyYTk0N2YtMzc4ZC00Y2E0LWFkNDgtNjE1MzZmMGE1YjY1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",5095030,https://www.imdb.com/title/tt5095030/,118 min,UA,"425,179",7.0
Line of Duty,(2012–2021),"Crime,Drama,Mystery","Drama series following the investigations of AC-12, a controversial police anti-corruption unit.","https://m.media-amazon.com/images/M/MV5BMTExZDZjNTMtNDVmNy00ZTk2LWFiMzUtZDlkZGRlOGU0ZWRmXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UX280_CR0,3,280,414_.jpg",2303687,https://www.imdb.com/title/tt2303687/,60 min,16,"63,909",8.7
Black Sails,(2014–2017),"Action,Adventure,Drama","Follows Captain Flint and his pirates twenty years prior to Robert Louis Stevenson's classic novel ""Treasure Island.""","https://m.media-amazon.com/images/M/MV5BZmExNzU1M2YtNGUzOC00MmM0LWEwYzYtZWJiYjYxNDcwY2E0XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",2375692,https://www.imdb.com/title/tt2375692/,56 min,18,"108,221",8.2
McGregor Forever,(2023),"Documentary,Sport",Conor McGregor's brutal strikes and trash-talking swagger made him the UFC's biggest draw. This rousing docuseries follows his dynamic career.,"https://m.media-amazon.com/images/M/MV5BY2IxZDU5YzYtNzAzYi00ZDk0LWE5OTUtZWNhMTg2ODliZWYzXkEyXkFqcGdeQXVyNDQ2NTgxNTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",27599123,https://www.imdb.com/title/tt27599123/,200 min,A,"2,086",7.1
Sex Drive,(2008),"Comedy,Romance",A high-school senior drives cross-country with his best friends to hook up with a babe he met online.,"https://m.media-amazon.com/images/M/MV5BMjE0MTcyMzg5M15BMl5BanBnXkFtZTcwMDUyOTA4MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1135985,https://www.imdb.com/title/tt1135985/,109 min,18,"89,553",6.5
10 Things I Hate About You,(1999),"Comedy,Drama,Romance","A high-school boy, Cameron, cannot date Bianca until her anti-social older sister, Kat, has a boyfriend. So, Cameron pays a mysterious boy, Patrick, to charm Kat.","https://m.media-amazon.com/images/M/MV5BMmVhZjhlZDYtMDAwZi00MDcyLTgzOTItOWNiZjY0YmE0MGE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",0147800,https://www.imdb.com/title/tt0147800/,97 min,U,"358,106",7.3
Mean Girls,(2004),Comedy,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.","https://m.media-amazon.com/images/M/MV5BMjE1MDQ4MjI1OV5BMl5BanBnXkFtZTcwNzcwODAzMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0377092,https://www.imdb.com/title/tt0377092/,97 min,A,"399,011",7.1
Don't Look Up,(2021),"Comedy,Drama,Sci-Fi",Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.,"https://m.media-amazon.com/images/M/MV5BZjcwZjY3NjAtNzkxZS00NmFjLTg1OGYtODJmMThhY2UwMTc5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",11286314,https://www.imdb.com/title/tt11286314/,138 min,18,"558,246",7.2
Dazed and Confused,(1993),Comedy,The adventures of high school and junior high students on the last day of school in May 1976.,"https://m.media-amazon.com/images/M/MV5BMTM5MDY5MDQyOV5BMl5BanBnXkFtZTgwMzM3NzMxMDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",0106677,https://www.imdb.com/title/tt0106677/,103 min,U,"190,903",7.6
Grimm,(2011–2017),"Crime,Drama,Fantasy",A homicide detective discovers he is a descendant of hunters who fight supernatural forces.,"https://m.media-amazon.com/images/M/MV5BMTkyODg2MzQwMV5BMl5BanBnXkFtZTgwNTA2MjE1MDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",1830617,https://www.imdb.com/title/tt1830617/,45 min,16,"124,600",7.9
Run,(I) (2020),"Mystery,Thriller",A homeschooled teenager begins to suspect her mother is keeping a dark secret from her.,"https://m.media-amazon.com/images/M/MV5BZjdmZDlkMzItNTg0OS00MjAxLWE0ZTQtZjdhOWM1MTJkOTc0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",8633478,https://www.imdb.com/title/tt8633478/,90 min,16,"86,747",6.7
The Offer,(2022),"Biography,Drama",Oscar-winning producer Albert S. Ruddy's never-before-revealed experiences of making The Godfather (1972).,"https://m.media-amazon.com/images/M/MV5BMzU1YWU3ZWItYTA4Yy00M2Q0LTkzZTQtYzFmNzVlZTg1ZTQwXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX280_CR0,3,280,414_.jpg",13111040,https://www.imdb.com/title/tt13111040/,586 min,UA 13+,"32,804",8.7
Silent Witness,(1996– ),"Crime,Drama,Mystery",A team of exceptional forensic pathologists and scientists investigate heinous crimes and use their skills to catch the people responsible.,"https://m.media-amazon.com/images/M/MV5BNDI3ZDgzNDQtM2Q2Mi00MDAwLTlhODUtMmE5NzZlOWE1MjY0XkEyXkFqcGdeQXVyMTUyNjc3NDQ4._V1_QL75_UX280_CR0,3,280,414_.jpg",0115355,https://www.imdb.com/title/tt0115355/,120 min,NA,"11,020",7.9
Freaks and Geeks,(1999–2000),"Comedy,Drama",A high school mathlete starts hanging out with a group of burnouts while her younger brother navigates his freshman year.,"https://m.media-amazon.com/images/M/MV5BZWJhOGFiZWMtYTY5Ni00NGU1LWE5OWItNzA5NThkNWUwYzc4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX280_CR0,3,280,414_.jpg",0193676,https://www.imdb.com/title/tt0193676/,44 min,NA,"147,168",8.8
Atlanta,(2016–2022),"Comedy,Drama,Music","Earn and his cousin Alfred, based in Atlanta, try to make their way in the world through the rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status, and parenthood.","https://m.media-amazon.com/images/M/MV5BZGU1MzRhNmMtNDExOS00NTk2LWJlYzMtMzc4YWYyN2Q3M2ZmXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX280_CR0,3,280,414_.jpg",4288182,https://www.imdb.com/title/tt4288182/,30 min,NA,"80,530",8.6
Lucky Hank,(2023– ),"Comedy,Drama","An English department chairman at an underfunded college, Professor Hank Devereaux toes the line between midlife crisis and full-blown meltdown, navigating the offbeat chaos in his personal and professional life.","https://m.media-amazon.com/images/M/MV5BMjMzMTBjMzAtNDE1Zi00YzViLTg1NzgtMzZiMTdhZDExMTgyXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",19785210,https://www.imdb.com/title/tt19785210/,42 min,NA,"4,277",6.8
Obi-Wan Kenobi,(2022),"Action,Adventure,Sci-Fi","Jedi Master Obi-Wan Kenobi has to save young Leia after she is kidnapped, all the while being pursued by Imperial Inquisitors and his former Padawan, now known as Darth Vader.","https://m.media-amazon.com/images/M/MV5BOTAxOTlmOTAtMjA0Yy00YjVjLWE3OTQtYjAzMWMxOTAwZTY1XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX280_CR0,3,280,414_.jpg",8466564,https://www.imdb.com/title/tt8466564/,-,UA 13+,"208,177",7.1
The Good Wife,(2009–2016),"Crime,Drama,Mystery","Alicia Florrick has been a good wife to her husband, a former state's attorney. After a very humiliating sex and corruption scandal, he is behind bars. She must now provide for her family and returns to work as a litigator in a law firm.","https://m.media-amazon.com/images/M/MV5BMTI2OTk4MDk3OF5BMl5BanBnXkFtZTcwMTY3NTc3Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1442462,https://www.imdb.com/title/tt1442462/,43 min,16,"78,826",8.4
Miraculous: Tales of Ladybug & Cat Noir,(2015– ),"Animation,Action,Adventure","Marinette and Adrien, two normal teens, transform into superheroes Ladybug and Cat Noir when an evil threatens their city.","https://m.media-amazon.com/images/M/MV5BZWExMThlOTUtYTA4ZC00NmEzLWE0NDktNmNjZGE3MDdkOTRhXkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_QL75_UX280_CR0,3,280,414_.jpg",2580046,https://www.imdb.com/title/tt2580046/,20 min,7,"12,960",7.6
Dalgliesh,(2021– ),"Crime,Drama,Mystery",Follows Dalgliesh's crime-fighting career from 1970s England to the present day.,"https://m.media-amazon.com/images/M/MV5BMTM3YTU5YWYtZjgyMy00YzZmLWE5ODQtNmY3NDIxNTY2ZDRiXkEyXkFqcGdeQXVyMTMyMDM0ODk3._V1_QL75_UX280_CR0,3,280,414_.jpg",13430420,https://www.imdb.com/title/tt13430420/,45 min,NA,"4,160",7.5
Gone Girl,(2014),"Drama,Mystery,Thriller","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.","https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2267998,https://www.imdb.com/title/tt2267998/,149 min,A,"1,008,780",8.1
The Queen's Gambit,(2020),Drama,"Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price.","https://m.media-amazon.com/images/M/MV5BM2EwMmRhMmUtMzBmMS00ZDQ3LTg4OGEtNjlkODk3ZTMxMmJlXkEyXkFqcGdeQXVyMjM5ODk1NDU@._V1_QL75_UX280_CR0,3,280,414_.jpg",10048342,https://www.imdb.com/title/tt10048342/,60 min,18,"490,428",8.6
A Million Little Things,(2018–2023),"Comedy,Drama,Romance",A group of friends becomes motivated to live fuller lives after the unexpected death of a close friend.,"https://m.media-amazon.com/images/M/MV5BMjAzOTY4MWMtMjI0My00ZWE2LTlkNDEtODM1ZTg4OGU1ZWRhXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_QL75_UX280_CR0,3,280,414_.jpg",7608248,https://www.imdb.com/title/tt7608248/,43 min,13,"15,560",7.9
The Help,(2011),Drama,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.","https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1454029,https://www.imdb.com/title/tt1454029/,146 min,UA,"472,520",8.1
Unstable,(2023– ),Comedy,"In a biological research company, a son with social problems is forced to work for the company of his father, an extremely eccentric and exotic man to save him from disaster.","https://m.media-amazon.com/images/M/MV5BYWFlOTlhZDQtNDYyYi00ODE4LTlkMzgtNDk4MzFlODk0OTQ5XkEyXkFqcGdeQXVyMTQyMTMwOTk0._V1_QL75_UX280_CR0,3,280,414_.jpg",19394168,https://www.imdb.com/title/tt19394168/,25 min,UA 13+,"6,283",6.7
Carnival Row,(2019–2023),"Crime,Drama,Fantasy","A human detective and a fairy rekindle a dangerous affair in a Victorian fantasy world, where the city's uneasy peace collapses when a string of murders reveals an unimaginable monster.","https://m.media-amazon.com/images/M/MV5BZGY4ZDFiYWYtYzMwZS00ZmVlLWEwOGEtM2I1ZjcxNTFjMTRiXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX280_CR0,3,280,414_.jpg",0489974,https://www.imdb.com/title/tt0489974/,56 min,18+,"77,077",7.7
1899,(2022),"Drama,Horror,Mystery",Multinational immigrants traveling from the old continent to the new encounter a nightmarish riddle aboard a second ship adrift on the open sea.,"https://m.media-amazon.com/images/M/MV5BMTU1N2I5OTgtNDE2MS00ZTdmLWJlODktNDMwMGVmNzY5NmUxXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",9319668,https://www.imdb.com/title/tt9319668/,60 min,UA 16+,"98,147",7.3
True Lies,(1994),"Action,Comedy,Thriller","A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.","https://m.media-amazon.com/images/M/MV5BYzg5YmUyNGMtMThiNS00MjA2LTgwZDctNDlhM2RkZDNmZmRkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",0111503,https://www.imdb.com/title/tt0111503/,141 min,A,"269,124",7.3
The Lorax,(2012),"Animation,Adventure,Comedy","A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.","https://m.media-amazon.com/images/M/MV5BMTU1MTAwMjk1NF5BMl5BanBnXkFtZTcwMDI5NDc4Ng@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1482459,https://www.imdb.com/title/tt1482459/,86 min,U,"120,752",6.4
Kindergarten Cop,(1990),"Action,Comedy,Crime","A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.","https://m.media-amazon.com/images/M/MV5BMjMyMTIyOTc0N15BMl5BanBnXkFtZTgwODY1NTk4NjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",0099938,https://www.imdb.com/title/tt0099938/,111 min,U,"155,690",6.2
Superstore,(2015–2021),Comedy,A look at the lives of employees at a big box store.,"https://m.media-amazon.com/images/M/MV5BNzM2OWM1MTUtNmNhYy00ZDJlLTgyYWQtOWY3ZmVjYjNiN2U4XkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_QL75_UX280_CR0,3,280,414_.jpg",4477976,https://www.imdb.com/title/tt4477976/,22 min,13,"62,685",7.8
Bosch,(2014–2021),"Crime,Drama",An L.A.P.D. homicide detective works to solve the murder of a 13-year-old boy while standing trial in federal court for the murder of a serial killer.,"https://m.media-amazon.com/images/M/MV5BZDBiYjg4OTgtZDg2YS00ZGIzLTk3ZWMtZWRlZDQ5M2I0MDNhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,3,280,414_.jpg",3502248,https://www.imdb.com/title/tt3502248/,51 min,18,"75,956",8.5
A Thousand and One,(2023),"Crime,Drama","After unapologetic and fiercely loyal Inez kidnaps her son Terry from the foster care system, mother and son set out to reclaim their sense of home, identity, and stability, in a rapidly changing New York City.","https://m.media-amazon.com/images/M/MV5BYTM4Y2FhODgtMjU2Yy00NzNjLWI3MTYtM2I3ZTRmYzczYzc0XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX280_CR0,3,280,414_.jpg",12427158,https://www.imdb.com/title/tt12427158/,117 min,R,"2,566",7.1
Ojing-eo geim,(2021– ),"Action,Drama,Mystery","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits with deadly high stakes. A survival game that has a whopping 45.6 billion-won prize at stake.","https://m.media-amazon.com/images/M/MV5BYWE3MDVkN2EtNjQ5MS00ZDQ4LTliNzYtMjc2YWMzMDEwMTA3XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX280_CR0,3,280,414_.jpg",10919420,https://www.imdb.com/title/tt10919420/,55 min,18,"478,361",8.0
Men in Black,(1997),"Action,Adventure,Comedy",A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.,"https://m.media-amazon.com/images/M/MV5BOTlhYTVkMDktYzIyNC00NzlkLTlmN2ItOGEyMWQ4OTA2NDdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",0119654,https://www.imdb.com/title/tt0119654/,98 min,UA,"584,703",7.3
Memento,(2000),"Mystery,Thriller",A man with short-term memory loss attempts to track down his wife's murderer.,"https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",0209144,https://www.imdb.com/title/tt0209144/,113 min,UA,"1,263,733",8.4
